,title,core_role,top_skills
2330,decision science analyst lead data management,analyst,"['marketing', 'analysis', 'management', 'assessment', 'media', 'social', 'vulnerability', 'android', 'bash', 'email']"
2331,sr manager of data science analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2332,sr data scientist pricing,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2333,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2334,sr principal scientist,scientist,"['learning', 'analysis', 'management', 'employee', 'engagement', 'ai', 'cassandra', 'generative', 'llm', 'neo4j']"
2335,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2336,data scientist logistics team,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2337,head of data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2338,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2339,senior data scientist product pricing,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2340,senior implementation analyst,analyst,"['marketing', 'analysis', 'management', 'assessment', 'media', 'social', 'vulnerability', 'android', 'bash', 'email']"
2341,sr director data science and analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2342,sr data scientist strategic projects,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2343,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2344,data scientist game dse,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2345,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2346,senior data scientist data engineer health equity,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2347,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2348,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2349,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2350,data science lead restaurants,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2351,senior product data scientist bitcoin wallet,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2352,senior data scientist commerce platform fulfillment,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2353,senior product data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2354,senior data scientist square for retail,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2355,senior machine learning modeller,machine learning engineer,"['learning', 'matlab', 'mysql', 'reinforcement', 'xgboost', 'computer', 'keras', 'recommendation', 'systems', 'vision']"
2356,data scientist consultant,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2357,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2358,lead data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2359,sr insurance data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2360,sr auto data scientist pricing r d,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2361,director decision science analytics small business insurance,director,"['learning', 'management', 'owasp', 'payroll', 'gitlab', 'elasticsearch', 'engineering', 'feature', 'huggingface', 'jenkins']"
2362,quantitative risk analyst senior aml,analyst,"['marketing', 'analysis', 'management', 'assessment', 'media', 'social', 'vulnerability', 'android', 'bash', 'email']"
2363,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2364,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2365,data scientist pricing,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2366,data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2367,risk portfolio modeling analytics,risk portfolio modeling analytics,"['tableau', 'sql', 'python']"
2368,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2369,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2370,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2371,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2372,sr data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2373,director data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2374,data science intern machine learning phd,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2375,data scientist machine learning,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2376,data scientist personalization,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2377,senior data scientist martech,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2378,lead data scientist deep learning peacock video streaming,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2379,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2380,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2381,lead data science analyst,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2382,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2383,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2384,data science manager,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2385,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2386,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2387,data scientist senior or lead,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2388,associate data scientist sustainability,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2389,data scientist all levels,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2390,applied sr data scientist credit,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2391,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2392,senior manager data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2393,data scientist cv nlp,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2394,senior manager data science,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2395,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2396,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2397,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2398,director advocacy nonprofit analytics,director,"['learning', 'management', 'owasp', 'payroll', 'gitlab', 'elasticsearch', 'engineering', 'feature', 'huggingface', 'jenkins']"
2399,senior data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2400,data scientist,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2401,principal data scientist developer productivity,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
2402,principal data scientist customer analytics,data scientist,"['management', 'github', 'analysis', 'analytics', 'google', 'time', 'learning', 'actions', 'api', 'catboost']"
